iso3,country_name,region,income_group,row_type,capital,lat,lon,member_count,population_total,pop_0_14_pct,pop_15_64_pct,pop_65plus_pct,age_dependency_ratio,lfp_rate_total,lfp_rate_15_24,lfp_rate_15_24_ilo,lfp_rate_25_54,lfp_rate_55_64,emp_to_pop_ratio_15plus,youth_employment_rate_15_24,unemployment_rate_total,unemployment_rate_15_24,labor_force_total,employed_total,employed_total_source,employed_share_of_population_pct,emp_agriculture_pct,emp_industry_pct,emp_services_pct,isco1_managers_pct,isco2_professionals_pct,isco3_technicians_pct,isco4_clerical_pct,isco5_service_sales_pct,isco6_agricultural_pct,isco7_craft_pct,isco8_operators_pct,isco9_elementary_pct,isco_unclassified_pct,isco_armed_forces_thousands,isco_groups_reported,isco_classified_share_pct,isco_classification,isco_source_employed_thousands,white_collar_pct,professional_core_pct,blue_collar_service_pct,white_collar_employed,professional_core_employed,clerical_employed,professionals_employed,young_white_collar_pct,prime_white_collar_pct,late_career_white_collar_pct,youth_age_band_used,entry_level_data_quality,young_employed_total,young_white_collar_employed,youth_cohort_share,youth_wc_gap,entry_level_squeeze_index,squeeze_components_present,gdp_per_capita_ppp,population_15_24,labor_force_advanced_edu_pct,service_exports_usd,ict_service_exports_pct,ict_service_exports_usd,ai_exposure_weighted_score,exposed_wage_bill_ppp,data_year_population,data_year_labor,data_year_sector,data_year_occupation,data_year_youth_occupation,data_year_lfp_age,data_year_context,prime_white_collar_year,late_career_white_collar_year,data_source_override,data_year_population_range,data_year_labor_range,data_year_sector_range,data_year_occupation_range,data_year_youth_occupation_range,isco_coverage_pct_of_employment,youth_isco_coverage_pct_of_employment,data_quality_flag
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,country,Rabat,33.9905,-6.8704,,38430770.0,25.1994729743901,66.3502201491149,8.45030687649506,50.7154014206338,43.941,27.343,22.8,,42.6,39.987,21.36,9.0,21.882,12631464.0,11494632,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),29.91,27.8922171629209,23.833218208613,48.2745559288651,1.8432,5.2732,3.3608,2.6914,19.2136,10.5945,23.006,4.1271,29.8901,1.9447,,9,98.06,ISCO-08,9378.72,13.1686,7.1164,86.8313,1513682,818004,309367,606135,5.0138,14.7142,16.2749,Y15-24,proxy_youth_15_24_x_isco,1300013,65180,15.8368,-8.1548,50.64,4,11111.7080078125,6086204.0,68.167,33644684565.1722,8.33551671173569,2804458305,0.2443,31203216142,2025,2025,2025,2014,2014,,,2014,2014,,,,,,,,,partial — ISCO data 2014 (>5yr old)
MCO,Monaco,Europe & Central Asia,High income,country,Monaco,43.7325,7.41891,,38341.0,13.7711588117159,50.2177825304504,36.0110586578337,99.1326477615041,,,24.466,78.503,51.426,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,,,57.977,,,,,,2025,,,,,2016,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
MDA,Moldova,Europe & Central Asia,Upper middle income,country,Chisinau,47.0167,28.8497,,2360527.0,19.5343421651874,63.607990439589,16.8576673952236,57.2129306739199,72.29,34.654,38.578,81.559,80.743,71.202,33.2,1.505,4.197,1373086.0,1352421,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),57.2932,50.5020476881222,12.5538719656058,36.9441386019795,5.0395,9.6006,3.9283,1.5717,8.75,49.7108,7.8629,4.7291,8.807,0.0275,0.731,9,99.97,ISCO-08,1408.823,20.1401,14.6401,79.8598,272379,197996,21256,129841,15.8451,27.9424,16.3013,Y15-24,proxy_youth_15_24_x_isco,176360,27944,22.5036,-4.295,53.28,4,19995.7590923995,531204.0,75.128,3215612308.26,27.7747565695592,893128491,0.2339,6325283906,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
MDG,Madagascar,Sub-Saharan Africa,Low income,country,Antananarivo,-20.4667,45.7167,,32740678.0,38.9376603624397,57.5894396566864,3.47289998087395,73.6429466863019,85.495,72.407,61.59,86.15,77.61,82.895,68.608,3.041,5.247,17092352.0,16572574,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),50.6177,69.2089003209287,9.90283557256148,20.8882641065098,0.4839,2.4552,1.2632,0.8845,6.405,52.7689,9.0525,1.3267,25.36,0.2077,21.369,9,99.79,ISCO-08,11834.034,5.0868,2.9391,94.9131,843014,487085,146584,406890,1.581,6.6325,6.7278,Y15-24,proxy_youth_15_24_x_isco,3392967,53643,15.1049,-3.5058,34.65,4,1952.48426903369,4945440.0,69.244,1534146767.85281,19.1902998059645,294407364,0.1462,4730694283,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,complete
MDV,Maldives,South Asia,Upper middle income,country,Male,4.1742,73.5109,,529676.0,19.0365430942689,76.0052371638511,4.95821974187994,31.5697174737072,63.501,51.735,52.632,72.866,59.885,60.634,43.616,4.514,15.694,272320.0,260027,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.0917,11.305066820498,16.9291414287088,71.7657917507932,8.1439,13.6035,15.8499,7.782,12.4354,21.8716,8.9744,3.2681,8.071,0.5482,2.466,9,99.45,ISCO-08,189.282,45.3793,21.7474,54.6205,117998,56549,20235,35373,50.466,48.5602,22.2784,Y15-24,proxy_youth_15_24_x_isco,30524,15404,13.2126,5.0867,71.8,4,28554.8945669737,69984.0,92.316,5030398829.52578,0.932229047620223,46894839,0.3945,2929179688,2025,2025,2025,2019,2019,2019,,2019,2019,,,,,,,,,partial — ISCO data 2019 (>5yr old)
MEX,Mexico,Latin America & Caribbean,Upper middle income,country,Mexico City,19.427,-99.1276,,131946900.0,24.0910608737303,67.3875047462275,8.52143438004228,48.3954637764632,61.609,45.014,42.498,76.553,57.674,59.962,42.442,2.673,5.714,61707262.0,60057827,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),45.5167,11.4004255375265,24.5203195301158,64.0792516022262,3.0002,10.668,7.7782,6.3591,20.9397,6.4733,13.8788,10.4957,20.407,1.9894,60.278,9,98.01,ISCO-08,59443.691,27.8055,13.6682,72.1945,16699379,8208824,3819137,6406969,18.1101,31.9646,22.4649,Y15-24,proxy_youth_15_24_x_isco,8631317,1563140,15.4128,-9.6954,41.38,4,25868.4787520629,20336734.0,78.299,63965056018.0,5.08886305060689,3255094101,0.3361,522166513335,2025,2025,2025,2026,2026,2026,,2026,2026,,,,,,,,,complete
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,country,Majuro,7.11046,171.135,,36282.0,33.8942175183287,61.2300865442919,4.87569593737942,63.3220796758947,,,23.642,64.422,55.917,,,,,,12354,ILOSTAT survey total (ISCO base),34.0499,,,,9.2844,13.1132,10.4258,6.1923,19.2326,11.7128,14.0036,5.1724,10.8629,1.0493,,9,98.95,ISCO-08,12.354,39.0157,22.3976,60.9843,4820,2767,765,1620,28.7095,39.6657,42.9407,Y15-24,proxy_youth_15_24_x_isco,,,,-10.3062,,2,8964.32212870807,,84.372,21141842.0924285,1.50269422679599,317697,0.3802,42105339,2025,,,2021,2021,2021,,2021,2021,,,,,,,,,partial — no labor force data
MKD,North Macedonia,Europe & Central Asia,Upper middle income,country,Skopje,42.0024,21.4361,,1820909.0,16.5297710706471,64.9465125805564,18.5237163487965,53.9728415877668,51.935,30.084,31.204,80.277,54.147,45.57,21.435,12.256,28.75,789369.0,692624,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),38.0373,8.50272495361781,30.6260146103896,60.8712604359926,2.4291,20.2107,11.5267,6.3252,17.948,5.6405,11.3172,13.2487,11.354,0.0061,6.718,9,99.99,ISCO-08,693.184,40.4917,22.6398,59.5084,280455,156809,43810,139984,26.012,44.0135,33.258,Y15-24,proxy_youth_15_24_x_isco,59713,15533,15.2988,-14.4797,59.57,4,28028.5664230631,278578.0,75.085,3551301131.62889,21.5247930087355,764410218,0.4018,7800246980,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
MLI,Mali,Sub-Saharan Africa,Low income,country,Bamako,13.5667,-7.50034,,25198821.0,45.7939034966377,51.8430177379526,2.36307876540972,92.8900095064012,67.036,52.717,49.491,72.722,66.519,65.138,50.673,2.831,3.877,9156646.0,8897421,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),35.3089,63.0137141803861,8.58986261093178,28.3964232086821,0.1455,2.4586,2.31,2.6843,23.7068,55.9196,9.7397,0.3846,2.6509,0.0238,30.399,9,99.98,ISCO-08,6940.314,7.5984,2.6041,92.4016,676062,231698,238833,218752,3.4546,9.0438,8.3999,Y15-24,proxy_youth_15_24_x_isco,1632951,56412,12.7884,-4.1438,28.72,4,3502.76132351788,3222526.0,68.743,516357595.638292,33.3417440935702,172162628,0.2013,6273623636,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,country,Valletta,35.9042,14.5189,,579704.0,12.8992216793025,66.5599875322009,20.5407907884966,50.2403777624005,63.98,55.968,53.255,91.767,63.037,62.127,51.249,2.896,8.431,323052.0,313696,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),54.1131,0.876548020397445,17.7373066562759,81.3861453233266,11.4575,21.6394,13.5733,9.3679,18.4705,0.8479,10.452,6.0134,8.1781,0.0,2.044,9,100.0,ISCO-08,327.62,56.0381,33.0969,43.9619,175789,103824,29387,67882,52.4599,57.4892,45.1983,Y15-24,proxy_youth_15_24_x_isco,26395,13847,8.8845,-3.5782,52.43,4,72210.3392223985,51504.0,89.926,25031434981.259,1.79151712619917,448442445,0.4799,10870740185,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
MMR,Myanmar,East Asia & Pacific,Lower middle income,country,Naypyidaw,21.914,95.9562,,54850648.0,24.0786362268683,68.3991436163161,7.52222015681565,46.2006615921466,55.088,46.185,45.281,75.391,51.915,53.41,41.656,3.047,9.806,22940495.0,22241498,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),40.5492,44.9546145963458,18.1597725910001,36.8856128126541,0.6299,3.2457,1.2861,3.0358,19.9437,36.3622,12.9805,5.653,16.8631,-0.0,8.731,9,100.0,ISCO-08,22266.0,8.1975,3.8756,91.8025,1823247,861991,675207,721892,6.9279,9.0346,5.8297,Y15-24,proxy_youth_15_24_x_isco,3660236,253577,16.0195,-1.2696,50.37,4,6011.53492175516,8786817.0,69.629,6682540983.24995,2.24040290360038,149715842,0.2087,27904346603,2025,2025,2025,2020,2020,2020,,2020,2020,,,,,,,,,partial — ISCO data 2020 (>5yr old)
MNE,Montenegro,Europe & Central Asia,Upper middle income,country,Podgorica,42.4602,19.2595,,623129.0,17.8804827975326,63.8255082349631,18.2940089675043,56.6770174622531,57.966,43.686,40.06,84.836,63.585,50.099,33.009,13.572,24.438,296618.0,256361,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),41.1409,4.1927094337883,18.2279521645429,77.5793384016688,4.7487,19.5924,13.618,10.3733,23.739,3.4072,8.675,8.1705,7.6759,0.0,1.534,9,100.0,ISCO-08,281.048,48.3324,24.3411,51.6676,123905,62401,26593,50227,28.6058,50.9754,46.4073,Y15-24,proxy_youth_15_24_x_isco,,,,-19.7266,56.48,3,35422.6449824931,,85.61,3072191651.81709,6.30251744571124,193625415,0.4586,4164539579,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
MNG,Mongolia,East Asia & Pacific,Upper middle income,country,Ulaanbaatar,47.9129,106.937,,3568978.0,31.5602200676694,63.0087145659776,5.43106536635296,58.7082165471123,59.689,28.44,27.134,83.498,46.671,56.565,25.11,5.233,11.71,1457964.0,1381669,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),38.7133,27.0038543570098,23.0902277948495,49.9059178481407,8.1209,17.6844,3.3476,2.7426,14.3799,23.3132,11.0394,10.7958,8.5763,0.0149,8.401,9,99.99,ISCO-08,1359.315,31.8955,25.8053,68.1046,440690,356544,37894,244340,29.9216,34.1413,17.2588,Y15-24,proxy_youth_15_24_x_isco,125869,37662,14.0453,-1.9739,59.4,4,20797.7652692242,501272.0,76.471,1604320258.67392,3.85199323534364,61798308,0.3278,9419538708,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
MNP,Northern Mariana Islands,East Asia & Pacific,High income,country,Saipan,15.1935,145.765,,43541.0,21.2250663175664,67.9861278579713,10.7888058244623,47.0914127423823,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,,,,,,,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
MOZ,Mozambique,Sub-Saharan Africa,Low income,country,Maputo,-25.9664,32.5713,,35631653.0,44.1685262258251,53.0975927499069,2.73388102426795,88.3324550531064,78.709,64.951,65.129,88.688,84.379,73.493,57.411,6.628,11.61,15658114.0,14620294,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),41.0318,73.0060812164895,6.43994738868829,20.5539713948222,0.2995,2.6227,1.5219,0.4809,10.5457,73.0388,4.7802,2.514,4.1963,0.0168,15.352,9,99.98,ISCO-08,12176.927,4.925,2.9222,95.075,720049,427234,70309,383446,1.4702,7.0697,4.2482,Y15-24,proxy_youth_15_24_x_isco,3002840,44148,14.6792,-3.4548,40.92,4,1697.94109338132,5230426.0,85.658,1146959525.79064,0.794844807336678,9116548,0.1456,3614432346,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,complete
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,country,Nouakchott,18.2367,-15.9824,,5315065.0,42.3845750131537,54.368691104313,3.24673388253332,83.9294038095587,40.772,20.054,25.363,58.465,59.118,36.564,15.457,10.319,22.921,1248560.0,1119721,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),21.0669,32.1227244148495,15.0426181017976,52.8346574833529,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,13.8777,,,2,7675.51996658445,737608.0,70.671,229552472.906335,1.23328853474367,2831044,,,2025,2025,2025,,,2019,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,country,Port Louis,-20.1605,57.4977,,1243741.0,14.5371347561795,71.3483108415771,14.1145544022434,40.1575184699365,58.548,38.094,39.453,82.859,51.893,55.249,31.475,5.635,17.374,622328.0,587260,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.2172,4.71100587289368,20.6210873119113,74.6679068151951,4.7733,13.1166,12.4006,9.2857,21.16,4.2704,14.7686,6.8101,13.4147,0.0841,,9,99.92,ISCO-08,546.645,39.5762,17.8899,60.4238,232415,105060,54531,77029,38.6126,42.9493,26.5942,Y15-24,proxy_youth_15_24_x_isco,65217,25182,16.6596,-0.9636,78.23,4,33666.64355884,207202.0,79.08,4194631451.2608,4.07725576997817,171025853,0.4019,7945994277,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
MWI,Malawi,Sub-Saharan Africa,Low income,country,Lilongwe,-13.9899,33.7703,,22216120.0,40.1264766333292,57.284943484392,2.58857988227872,74.5659369447606,62.577,46.213,37.373,65.408,56.625,59.403,43.003,5.072,6.947,8323726.0,7901547,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),35.5667,64.9775164281121,7.34349868449811,27.6789722316402,12.2575,5.3506,2.3889,0.6497,18.5893,25.4906,7.0261,2.2982,25.9492,0.0175,18.943,9,99.98,ISCO-08,4979.628,20.6467,17.6081,79.3534,1631409,1391312,51336,422780,16.3677,22.4701,19.924,Y15-24,proxy_youth_15_24_x_isco,1604826,262673,16.7981,-4.279,52.21,4,1899.29166528127,3731894.0,71.137,508031964.5617,31.7026053523627,161059369,0.2565,3849383315,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
MYS,Malaysia,East Asia & Pacific,Upper middle income,country,Kuala Lumpur,3.12433,101.684,,35977838.0,21.3091653811994,70.6576531919455,8.03318142685505,41.5274856756766,66.12,45.489,46.062,82.988,48.544,63.631,40.052,3.764,11.953,18719406.0,18014808,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),50.072,9.18230248992663,25.9558514796811,64.8618460303923,4.7962,9.9368,9.8696,8.9355,22.8787,7.2362,11.2261,11.9768,13.1441,0.0,,9,100.0,ISCO-08,13852.6,33.5381,14.733,66.4619,6041824,2654122,1609713,1790095,,,,,proxy_unavailable,,,14.822,,,2,41497.6746089548,5332642.0,77.915,53402361577.5143,8.65874213939161,4623972785,0.3731,278919352181,2025,2025,2025,2014,,2022,,,,,,,,,,,,partial — ISCO data 2014 (>5yr old); no youth x ISCO cross-tab
NAM,Namibia,Sub-Saharan Africa,Lower middle income,country,Windhoek,-22.5648,17.0931,,3092816.0,36.6506386654365,59.5563138000589,3.79304753450455,67.9083284336799,58.838,29.344,29.228,77.666,61.335,47.488,18.179,19.291,38.05,1152801.0,930414,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),30.0831,22.3382039197562,16.5470247147778,61.1148788443866,5.3688,8.2259,5.877,6.1131,14.2944,17.4772,13.306,5.012,24.3256,5.0935,14.969,9,94.91,ISCO-88,670.932,25.5848,13.5947,74.4152,238045,126487,56877,76535,16.0054,29.4094,19.9088,Y15-24,proxy_youth_15_24_x_isco,96538,15451,17.1701,-9.5794,64.7,4,11985.7200318677,531041.0,79.006,1289050820.85568,2.01916652214214,26028083,0.2977,3319855647,2025,2025,2025,2018,2018,2018,,2018,2018,,,,,,,,,partial — ISCO-88 fallback (no ISCO-08 series published)
NCL,New Caledonia,East Asia & Pacific,High income,country,Noum'ea,-22.2677,166.464,,295333.0,21.0894143221381,67.1328635811101,11.7777220967518,48.9582124933801,56.421,36.435,37.542,82.245,50.815,50.116,24.371,11.174,33.109,131488.0,116796,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),39.5472,1.78173910065413,20.6479673961437,77.5702935032022,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,1,,,86.198,539983837.501376,3.30335979865087,17837609,,,2025,2025,2025,,,2023,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
NER,Niger,Sub-Saharan Africa,Low income,country,Niamey,13.514,2.1073,,27917831.0,46.2263651499287,51.1556359804599,2.61799886961133,95.4818820710142,79.741,70.765,71.497,85.458,84.012,79.427,70.442,0.394,0.457,11971064.0,11923898,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),42.7107,72.9925082692836,9.2704538186894,17.7370462985117,0.062,1.2904,0.6838,0.5556,16.5398,73.082,3.8909,0.2821,3.6133,0.4919,10.139,9,99.51,ISCO-08,9247.118,2.5918,1.3524,97.4081,309044,161259,66249,153866,7.3822,3.5549,4.7,Y15-24,proxy_youth_15_24_x_isco,2450545,180904,12.4609,4.7904,33.01,4,2177.25014417163,3478812.0,72.539,247645773.113283,28.2723995288989,70015402,0.1454,3774774276,2025,2025,2025,2022,2017,2022,,2022,2022,,,,,,,,,complete
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,country,Abuja,9.05804,7.48906,,237527782.0,40.5197233739162,56.4107403158649,3.06953631021894,77.2712069555623,82.517,64.784,62.74,94.16,93.137,79.988,61.325,3.064,5.34,116581818.0,113009751,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.5775,33.5336954038865,17.0098988828439,49.4564057132697,0.7761,4.6119,2.1842,0.9261,29.5076,37.7699,12.1747,5.5448,6.5047,23.269,30.107,9,76.73,ISCO-08,71406.936,8.4983,5.388,91.5017,9603908,6088965,1046583,5211897,3.3482,10.7052,11.4761,Y15-24,proxy_youth_15_24_x_isco,22481146,752714,15.4336,-5.1501,35.11,4,9531.61073275049,36659023.0,74.182,5055337924.91534,2.13595504031639,107979745,0.2275,245055027385,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,partial — only 77% of employment classified by occupation
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,country,Managua,12.1475,-86.2734,,7007502.0,28.3126497859009,65.989799218038,5.69755099606108,51.538589293453,66.074,52.467,,,,62.744,47.46,5.04,9.543,3319222.0,3151933,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),44.9794,30.4723373460185,16.8782149044979,52.6494477494836,2.0253,5.241,6.7464,2.8384,17.5919,12.5652,11.328,5.9332,35.7306,1.3655,4.211,9,98.63,ISCO-88,2627.977,16.8511,7.2663,83.1489,531135,229029,89464,165193,11.8303,19.4011,15.8966,Y15-24,proxy_youth_15_24_x_isco,614025,72641,18.4627,-5.0208,52.72,4,9283.92301511154,1293774.0,85.64,1298118290.04,19.4358250658517,252300000,0.256,7491149650,2025,2025,2025,2014,2014,,,2014,2014,,,,,,,,,partial — ISCO-88 fallback (no ISCO-08 series published)
NLD,Netherlands,Europe & Central Asia,High income,country,Amsterdam,52.3738,4.89095,,18087633.0,14.9340629566357,64.1971668222159,20.8687702211484,55.7701131647018,67.248,83.298,83.322,89.297,77.625,64.643,75.94,3.874,8.833,10347056.0,9946211,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),54.989,1.70416434849209,13.7561644115326,84.5396712399754,6.0377,33.2231,17.3368,8.2224,16.3474,1.384,6.3502,3.8659,7.2326,0.5224,28.759,9,99.48,ISCO-08,9818.524,64.82,39.2608,35.1801,6447134,3904962,817817,3304440,31.8846,72.0658,65.5294,Y15-24,proxy_youth_15_24_x_isco,1523290,485695,11.09,-32.9354,34.66,4,87320.1477254029,2005912.0,79.624,308043093869.938,9.5248739661686,29340716453,0.5266,457354529642,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
NOR,Norway,Europe & Central Asia,High income,country,Oslo,59.9138,10.7387,,5610870.0,15.9239141743008,64.9958625811412,19.080223244558,53.8559621457851,65.606,66.071,67.801,86.04,73.94,62.564,57.202,4.637,13.423,3094897.0,2951387,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),52.6012,2.50061616929661,17.8353710590099,79.6640127716935,7.6656,29.6223,15.7028,6.0361,20.8866,2.1465,8.1519,6.195,3.5932,1.878,11.398,9,98.12,ISCO-08,2856.648,59.0268,37.2879,40.9732,1742109,1100510,178149,874269,25.8103,65.0625,61.9901,Y15-24,proxy_youth_15_24_x_isco,370075,95517,11.5305,-33.2165,36.0,4,104043.666429243,646961.0,79.442,63450491823.2573,8.93048545887475,5666436946,0.5007,153751513453,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
NPL,Nepal,South Asia,Lower middle income,country,Kathmandu,27.6939,85.3157,,29618118.0,28.0519719053718,65.3238393696021,6.62418872502616,53.0834685604877,39.244,27.303,29.503,52.424,30.485,35.137,21.69,10.465,20.559,8362760.0,7487597,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),25.2805,22.9119744042875,31.2794891328272,45.8085364628854,1.1463,7.861,4.2653,2.9876,22.8527,17.3477,18.8398,5.183,19.5167,0.0,21.858,9,100.0,ISCO-08,7375.598,16.2602,9.0073,83.7399,1217498,674430,223699,588600,14.0671,18.259,10.0606,Y15-24,proxy_youth_15_24_x_isco,1477681,207867,23.0019,-2.1931,71.7,4,6175.15897150244,6812730.0,67.666,1897132943.95125,7.0507799391948,133762669,0.268,12391543280,2025,2025,2025,2017,2017,2017,,2017,2017,,,,,,,,,partial — ISCO data 2017 (>5yr old)
NRU,Naoero,East Asia & Pacific,High income,country,Yaren District,-0.5477,166.920867,,12025.0,37.1543802752484,59.8353498815018,3.01026984324976,67.1299513551077,,,33.76,36.968,35.176,,,,,,2519,ILOSTAT survey total (ISCO base),20.948,,,,4.8035,13.8547,15.7205,10.5994,23.6602,2.3819,6.3914,5.6372,16.9512,0.9827,,9,99.02,ISCO-08,2.519,44.9781,18.6582,55.0219,1133,470,267,349,51.6768,42.2615,41.5254,Y15-24,proxy_youth_15_24_x_isco,,,,6.6987,,2,14200.486778198,,87.952,64551846.645547,,,0.4358,15589013,2025,,,2024,2024,2024,,2024,2021,,,,,,,,,partial — no labor force data
NZL,New Zealand,East Asia & Pacific,High income,country,Wellington,-41.2865,174.776,,5324700.0,17.877542961127,64.5131503861746,17.6093066526984,55.0071729412436,70.352,65.773,64.2,87.988,79.64,66.781,56.331,5.076,14.355,3076335.0,2920180,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),54.8422,5.41826375579813,19.9378176818598,74.6438838430131,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,11.5518,,,2,57350.3627657521,615099.0,83.42,19511515359.8026,5.67407278723226,1107097583,,,2025,2025,2025,,,2025,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,country,Muscat,23.6105,58.5874,,5494691.0,24.3203302970085,72.9926305228083,2.6870391801832,37.0001396258028,68.377,40.61,33.511,82.323,59.004,66.154,34.972,3.251,13.885,2843365.0,2750927,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),50.0652,5.94780282197014,39.4354242133981,54.6167366130906,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,10.6205,,,2,42295.1761223734,583565.0,82.012,5636799524.7052,6.9797490103033,393434459,,,2025,2025,2025,,,2022,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,country,Islamabad,30.5167,72.8,,255219554.0,36.244101546694,59.3940359691365,4.36186248416949,68.3670728422197,52.335,43.176,45.489,64.935,52.636,49.498,39.034,5.42,9.594,85158214.0,80542639,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),31.5582,36.2295491854662,25.2554862685016,38.514965787622,2.3025,6.0248,4.3862,1.7523,16.835,29.5332,13.2419,8.1511,17.7731,0.0424,,9,99.96,ISCO-08,77608.61,14.4658,8.3273,85.5343,11651137,6707027,1411349,4852533,10.9293,16.0835,14.3197,Y15-24,proxy_youth_15_24_x_isco,15254804,1667243,15.3126,-3.5365,48.26,4,6573.41613369925,39080811.0,68.392,9086005566.14658,46.059844114479,4185000000,0.2353,124577298508,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
PAN,Panama,Latin America & Caribbean,High income,country,Panama City,8.99427,-79.5188,,4571189.0,24.5261681369989,65.8167820232329,9.65704983976816,51.9369077414487,66.304,45.005,42.847,83.469,67.653,60.761,36.108,8.36,19.768,2287522.0,2096285,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),45.8586,16.0402330789945,17.0077064902912,66.9520127272771,5.0846,11.8347,7.6156,5.8756,20.1326,9.6437,13.8259,7.4561,18.5312,0.0,,9,100.0,ISCO-08,1968.566,30.4105,16.9193,69.5895,637491,354677,123169,248089,18.679,33.2348,30.529,Y15-24,proxy_youth_15_24_x_isco,230198,42999,13.9466,-11.7315,49.32,4,43902.1632084954,637526.0,78.518,20194027092.08,2.48257752990051,501332379,0.3425,31520770324,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
